"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21"
"X4465","torn","0","0","0","3.22092311656521e-05","0","0","0.000140548137737175","0","0","0","0.000339949269109071","0","4.8711578742267e-05","0","0","0","4.06487541156864e-05","0","3.18025696476275e-05","4.39686064150197e-05"
"X4466","tortur","0","0","0","0","0","0","0","0","0","0","0.000261499437776209","0","4.8711578742267e-05","0.000124038700074423","0","0","0","0","0","2.19843032075098e-05"
"X4467","toss","3.10212185134632e-05","0","5.31801744309721e-05","0","0","0","0","0","0","0","0","0","0","0","0","4.01300212689113e-05","9.48470929366015e-05","0","9.54077089428826e-05","6.59529096225295e-05"
"X4468","tot","0","0","0","0","0","0","0","0","0","0.000244498777506112","0","0","0","0","0","0","0","6.73763643713785e-05","0","0"
"X4469","total","0","0","0","6.44184623313041e-05","0","0","0","0.000220248146244769","0","0.000122249388753056","0.000104599775110484","0","0","8.26924667162821e-05","3.04636568573692e-05","2.00650106344556e-05","0","6.73763643713785e-05","0.000318025696476275","4.39686064150197e-05"
"X4470","touch","9.30636555403896e-05","0","0.000372261221016805","0.000225464618159565","0.000282132924912337","0.000316856780735108","0.000515343171702975","0","0.000371136206987965","0","0.000366099212886692","0.00037861578070574","0.000389692629938136","0.00037211610022327","0.000913909705721075","0.00122396564870179","0.000352289202335948","0.000336881821856893","0.00025442055718102","0.000593576186602766"
"X4471","tough","6.20424370269264e-05","0","0.000106360348861944","3.22092311656521e-05","0.000322437628471243","0","0","0","0.000106038916282276","0","2.61499437776209e-05","0","0.000243557893711335","0.000124038700074423","9.13909705721075e-05","0","0.000135495847052288","0","3.18025696476275e-05","4.39686064150197e-05"
"X4472","toujour","0","0","0","0","0","0","0","0","0","0","0","0.002044525215811","0","0","0","0","0","0","0","0"
"X4473","tour","6.20424370269264e-05","0","0","0","0","6.33713561470215e-05","0","0","0","0","0","0.000605785249129184","0","8.26924667162821e-05","0","0","2.70991694104576e-05","0","0","4.39686064150197e-05"
"X4474","tous","0","0","0","0","0","0","0","0","0","0","0","0.00265031046494018","0","0","0","0","0","0","0","0"
"X4475","tout","0","0","0","0","0","0","0","0","0","0.000122249388753056","0","0.0109798576404665","0","0","0","0","0","0","0","0"
"X4476","toward","0","0","5.31801744309721e-05","0.000128836924662608","0","0","4.6849379245725e-05","0","5.30194581411378e-05","0","0.000313799325331451","0","0","4.13462333581411e-05","0","4.01300212689113e-05","1.35495847052288e-05","6.73763643713785e-05","0","4.39686064150197e-05"
"X4477","tower","0.000124084874053853","0.000887803795361225","0.000106360348861944","6.44184623313041e-05","0","0","0","0","0.000106038916282276","0.000122249388753056","0.000130749718888104","0","0","0","9.13909705721075e-05","0","1.35495847052288e-05","0","3.18025696476275e-05","0"
"X4478","town","0.000310212185134632","0.00432804350238597","0.000319081046585833","0.000322092311656521","0.000120914110676716","0.000570342205323194","0.000609041930194425","0","0.000106038916282276","0","0.000366099212886692","0","0.00194846314969068","0.000661539733730257","0.000152318284286846","0.000100325053172278","0.000230342939988889","0.000539010914971028","0.000349828266123903","0.000263811638490118"
"X4479","toy","0","0.000110975474420153","0","0","0","0","0.000140548137737175","0","0","0.000122249388753056","5.22998875552418e-05","0","9.74231574845341e-05","0","6.09273137147383e-05","0","4.06487541156864e-05","0","0.00025442055718102","2.19843032075098e-05"
"X4480","tra","0","0.000110975474420153","0","0","0","0","0","0","0","0","0","7.5723156141148e-05","0","0","0","0","0","0","0","0"
"X4481","trace","3.10212185134632e-05","0","0.000106360348861944","6.44184623313041e-05","0","0","4.6849379245725e-05","0","0","0","0","0","9.74231574845341e-05","8.26924667162821e-05","3.04636568573692e-05","0.000120390063806734","4.06487541156864e-05","6.73763643713785e-05","0.000159012848238138","0"
"X4482","track","0.000155106092567316","0","0.000425441395447777","9.66276934969562e-05","8.06094071178107e-05","6.33713561470215e-05","0.0001873975169829","0","0.000106038916282276","0.000488997555012225","0.000104599775110484","0","4.8711578742267e-05","0.000165384933432564","3.04636568573692e-05","2.00650106344556e-05","0.000257442109399347","0.000134752728742757","0.000159012848238138","8.79372128300394e-05"
"X4483","trade","0.000620424370269264","0","5.31801744309721e-05","0.000128836924662608","0.000201523517794527","0","9.369875849145e-05","0","0.000106038916282276","0","0","0","0.000194846314969068","0","0","2.00650106344556e-05","9.48470929366015e-05","0.000134752728742757","3.18025696476275e-05","4.39686064150197e-05"
"X4484","tradit","6.20424370269264e-05","0","0","0","0","6.33713561470215e-05","0","0","0","0","5.22998875552418e-05","7.5723156141148e-05","4.8711578742267e-05","0","0","0","1.35495847052288e-05","0","0","2.19843032075098e-05"
"X4485","traffic","0","0","0","3.22092311656521e-05","0","0","0","0","0","0","2.61499437776209e-05","0","4.8711578742267e-05","0.000206731166790705","0","2.00650106344556e-05","2.70991694104576e-05","6.73763643713785e-05","0","0"
"X4486","tragedi","0","0","5.31801744309721e-05","3.22092311656521e-05","0","0","0","0","5.30194581411378e-05","0","7.84498313328626e-05","0","0","0","0","2.00650106344556e-05","2.70991694104576e-05","0","0","0"
"X4487","tragic","0","0.000221950948840306","0","0","0","0","0","0","5.30194581411378e-05","0","0","0","0","4.13462333581411e-05","0","0","1.35495847052288e-05","0","0","0"
"X4488","trail","3.10212185134632e-05","0","0","3.22092311656521e-05","0","0","0","0","0","0","5.22998875552418e-05","0","0","4.13462333581411e-05","3.04636568573692e-05","0","0","0","3.18025696476275e-05","0"
"X4489","train","3.10212185134632e-05","0","0.000478621569878749","6.44184623313041e-05","0","0.000253485424588086","4.6849379245725e-05","0","0.000530194581411378","0","0.000156899662665725","0.000681508405270332","0.000146134736226801","0.000496154800297693","0.000152318284286846","2.00650106344556e-05","0.000189694185873203","6.73763643713785e-05","9.54077089428826e-05","0.000109921516037549"
"X4490","tranc","0","0","0","0","4.03047035589053e-05","0","4.6849379245725e-05","0","0.000159058374423413","0","0","0","0","0","0","0","0","0","0","2.19843032075098e-05"
"X4491","transform","0","0","0","0","0","0","0","0","0","0","5.22998875552418e-05","0","0","0","0","0","0","0","0","0"
"X4492","translat","6.20424370269264e-05","0","5.31801744309721e-05","0","0","0","0","0","0","0","5.22998875552418e-05","7.5723156141148e-05","4.8711578742267e-05","0","0","0","0","0","0","0"
"X4493","trap","6.20424370269264e-05","0","0","0","4.03047035589053e-05","0","9.369875849145e-05","0","0","0","0.000156899662665725","0","4.8711578742267e-05","0","9.13909705721075e-05","0","0.000162595016462745","0","6.36051392952551e-05","4.39686064150197e-05"
"X4494","tras","0","0","0","0","0","0","0","0.000110124073122385","0","0","0","0","0","0","0","0","0","0","0","0"
"X4495","trash","3.10212185134632e-05","0","0","0","4.03047035589053e-05","0","9.369875849145e-05","0","0.000159058374423413","0","2.61499437776209e-05","0","0.000146134736226801","4.13462333581411e-05","6.09273137147383e-05","4.01300212689113e-05","2.70991694104576e-05","0","0","0"
"X4496","traum","0","0","0","0","0","0","0","0","0","0.000244498777506112","0","0","0","0","0","0","0","0","0","0"
"X4497","travel","0.000372254622161559","0","5.31801744309721e-05","0.000193255386993912","0","0","4.6849379245725e-05","0","0","0","0.000130749718888104","0","0.000243557893711335","0","6.09273137147383e-05","2.00650106344556e-05","2.70991694104576e-05","0","3.18025696476275e-05","4.39686064150197e-05"
"X4498","tread","0","0","0","0","0","0","0","0","0","0","0","0","0","4.13462333581411e-05","0","0","0","0.000202129093114136","9.54077089428826e-05","0"
"X4499","treasur","0","0","5.31801744309721e-05","0","0","0","0","0","0","0","0.000156899662665725","0","0","0","3.04636568573692e-05","6.01950319033669e-05","0","0","0","2.19843032075098e-05"
"X4500","treat","6.20424370269264e-05","0.000332926423260459","5.31801744309721e-05","0.000193255386993912","8.06094071178107e-05","0.000126742712294043","0","0","0.000583214039552516","0","0","0","0","0","0.000335100225431061","0.000140455074441189","0.000149045431757517","0","9.54077089428826e-05","0.000241827335282608"
"X4501","tree","0.000155106092567316","0.000221950948840306","0.000265900872154861","0.000289883080490869","4.03047035589053e-05","0","0.00028109627547435","0","0.000159058374423413","0","0.000235349493998588","0","0.000146134736226801","0.000165384933432564","9.13909705721075e-05","0.000240780127613468","0.000121946262347059","0.000336881821856893","0.000349828266123903","4.39686064150197e-05"
"X4502","trembl","3.10212185134632e-05","0.000443901897680613","0.000106360348861944","6.44184623313041e-05","0","0","4.6849379245725e-05","0","0","0","7.84498313328626e-05","0.000151446312282296","0","0","0","2.00650106344556e-05","0","0","0.000159012848238138","8.79372128300394e-05"
"X4503","trend","0","0","0","0","0","0","0","0","0","0","5.22998875552418e-05","0","4.8711578742267e-05","0","0","0","4.06487541156864e-05","0","0","2.19843032075098e-05"
"X4504","tres","0","0","0","0","0","0","0","0.000256956170618897","0","0","0","0","0","0","0","0","5.41983388209151e-05","0","0","0"
"X4505","très","0","0","0","0","0","0","0","0","0","0","0","0.000681508405270332","0","0","0","0","0","0","0","0"
"X4506","tri","0.00300905819580593","0.000665852846520919","0.00138268453520528","0.00106290462846652","0.00286163395268228","0.000697084917617237","0.00084328882642305","0","0.000318116748846827","0","0.000732198425773385","7.5723156141148e-05","0.00248429051585562","0.00107500206731167","0.00106622799000792","0.00156507082948754","0.00107041719171307","0.00114539819431343","0.00104948479837171","0.00296788093301383"
"X4507","trial","0","0","0","0","0","0","0","0","5.30194581411378e-05","0","0","0","0","0","0","0","0","0","0.00012721027859051","0"
"X4508","tribe","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","4.01300212689113e-05","6.77479235261439e-05","0","0","0"
"X4509","trick","3.10212185134632e-05","0","5.31801744309721e-05","6.44184623313041e-05","0","6.33713561470215e-05","0.0003747950339658","0","0","0","0","0","4.8711578742267e-05","4.13462333581411e-05","0.000121854627429477","4.01300212689113e-05","0.000189694185873203","6.73763643713785e-05","0.00012721027859051","6.59529096225295e-05"
"X4510","trigger","9.30636555403896e-05","0","5.31801744309721e-05","0","0","0","0","0","0","0","2.61499437776209e-05","0","0","0","0","4.01300212689113e-05","0.00010839667764183","0","0","0"
"X4511","trip","3.10212185134632e-05","0.000110975474420153","0","6.44184623313041e-05","0.000120914110676716","0.000126742712294043","0.000140548137737175","0","5.30194581411378e-05","0","5.22998875552418e-05","0","9.74231574845341e-05","4.13462333581411e-05","0","6.01950319033669e-05","0.000230342939988889","0","9.54077089428826e-05","4.39686064150197e-05"
"X4512","trippin","0","0","0","6.44184623313041e-05","0","6.33713561470215e-05","0","0","0","0","0","0","0","0","0","0","4.06487541156864e-05","0","0","2.19843032075098e-05"
"X4513","trist","0","0","0","0","0","0","0","0.000697452463108435","0","0","0","0.000681508405270332","0","0","0","0","0","0","0","0"
"X4514","tristeza","0","0","0","0","0","0","0","0.000110124073122385","0","0","0","0","0","0","0","0","0","0","0","0"
"X4515","troi","0","0","0","0","0","0","0","0","0","0","2.61499437776209e-05","0.000681508405270332","0","0","6.09273137147383e-05","0","0","0","0","0"
"X4516","trop","0","0","0","0","0","0","0","0","0","0.000122249388753056","0","0.0017416325912464","0","0","0","0","0","0","0","0"
"X4517","troppo","0","0.000110975474420153","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"X4518","troubl","0.000124084874053853","0","5.31801744309721e-05","0.000837440010306954","0","0.000126742712294043","0.0003747950339658","0","0.000212077832564551","0","0","0","0.000243557893711335","0.000124038700074423","0.000456954852860537","0.000100325053172278","8.12975082313727e-05","6.73763643713785e-05","0.000159012848238138","8.79372128300394e-05"
"X4519","truck","0","0","5.31801744309721e-05","0","4.03047035589053e-05","0.000126742712294043","0","0","5.30194581411378e-05","0","2.61499437776209e-05","0","9.74231574845341e-05","4.13462333581411e-05","3.04636568573692e-05","0","0.000176144601167974","0.000269505457485514","0","2.19843032075098e-05"
"X4520","true","0.000465318277701948","0","0.000425441395447777","0.000708603085644346","0.00189432106726855","0.000126742712294043","0.000983836964160225","0","0.000159058374423413","0.000122249388753056","0.000392249156664313","0","0.000243557893711335","0.000248077400148846","0.000913909705721075","0.00166539588265982","0.000528433803503923","0.000336881821856893","0.00038163083577153","0.000329764548112648"
"X4521","truli","6.20424370269264e-05","0","0.000106360348861944","3.22092311656521e-05","8.06094071178107e-05","0","0","0","0.000212077832564551","0","7.84498313328626e-05","0","0","4.13462333581411e-05","6.09273137147383e-05","0","4.06487541156864e-05","0","6.36051392952551e-05","0"
"X4522","trumpet","3.10212185134632e-05","0","0","0","0","0","0","0","0","0","2.61499437776209e-05","0","0","0","0","0","0","0.000134752728742757","0","0"
"X4523","trunk","0","0","0","0","0","0","4.6849379245725e-05","0","0","0","2.61499437776209e-05","0","0","4.13462333581411e-05","0","2.00650106344556e-05","0.00010839667764183","6.73763643713785e-05","0","0"
"X4524","trust","6.20424370269264e-05","0.000110975474420153","0","0.000611975392147389","0.000120914110676716","6.33713561470215e-05","9.369875849145e-05","0","0.000106038916282276","0","0.000313799325331451","0","4.8711578742267e-05","0.000206731166790705","0.000121854627429477","0.000421365223323568","0.00010839667764183","6.73763643713785e-05","0.00050884111436204","0.000241827335282608"
"X4525","truth","0.000310212185134632","0.000110975474420153","0.000106360348861944","0.00077302154797565","0.000403047035589053","0","0.000140548137737175","0","0.000212077832564551","0","0.000810648257106247","0","0.000146134736226801","0.000165384933432564","0.000121854627429477","0.000260845138247923","0.000162595016462745","0.000606387279342407","0.000159012848238138","0.000813419218677864"
